nom du projet;nom du site;nom de la plateforme;outil de mesure;commentaire sonde;date de prélèvement;heure;profondeur réelle observée (m);cond25degres (ms/cm);oxygene mg (mg/l);ph tc (nounit);Température (°c)
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.086;6.0;10.71;7.06;10.453
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.108;6.0;10.71;7.06;10.453
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.131;6.0;10.71;7.06;10.452
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.157;6.0;10.71;7.06;10.452
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.178;6.0;10.71;7.06;10.452
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.2;6.0;10.71;7.06;10.452
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.221;6.0;10.71;7.05;10.452
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.247;6.0;10.71;7.05;10.451
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.269;6.0;10.71;7.05;10.451
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.289;6.0;10.71;7.05;10.451
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.31;6.0;10.71;7.05;10.45
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.336;6.0;10.71;7.05;10.45
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.357;6.0;10.71;7.05;10.45
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.378;6.0;10.71;7.05;10.449
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.4;6.0;10.71;7.05;10.448
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.421;6.0;10.7;7.05;10.448
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.447;6.0;10.7;7.05;10.447
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;8.468;6.0;10.7;7.05;10.445
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.228;6.0;10.7;7.05;10.444
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.283;6.0;10.7;7.05;10.443
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.329;6.0;10.7;7.05;10.441
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.359;6.0;10.7;7.05;10.441
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.389;6.0;10.69;7.05;10.439
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.418;6.0;10.69;7.04;10.439
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.444;6.0;10.69;7.04;10.438
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.471;6.0;10.68;7.04;10.437
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.494;6.0;10.68;7.04;10.436
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.517;6.0;10.68;7.04;10.435
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.539;6.0;10.67;7.04;10.434
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.566;6.0;10.67;7.04;10.434
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.588;6.0;10.66;7.04;10.433
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.611;6.0;10.66;7.04;10.433
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.633;6.0;10.65;7.04;10.433
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.659;6.0;10.65;7.03;10.433
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.679;6.0;10.64;7.03;10.432
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.699;6.0;10.64;7.03;10.432
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.719;6.0;10.63;7.03;10.431
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.739;6.0;10.63;7.03;10.43
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.763;6.0;10.63;7.03;10.43
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.784;6.0;10.62;7.03;10.429
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.805;6.0;10.62;7.02;10.429
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.825;6.0;10.62;7.02;10.429
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.85;6.0;10.61;7.02;10.428
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.871;6.0;10.61;7.02;10.428
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.892;6.0;10.61;7.02;10.428
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.913;6.0;10.61;7.02;10.428
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.938;6.0;10.6;7.02;10.427
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.958;6.0;10.6;7.01;10.427
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;9.979;6.0;10.6;7.01;10.427
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.0;6.0;10.6;7.01;10.427
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.022;6.0;10.6;7.01;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.048;6.0;10.59;7.01;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.068;6.0;10.59;7.01;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.088;6.0;10.59;7.01;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.107;6.0;10.59;7.01;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.13;6.0;10.59;7.01;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.857;6.0;10.59;7.01;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.908;6.0;10.59;7.01;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;10.955;6.0;10.59;7.0;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.012;6.0;10.59;7.0;10.426
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.021;6.0;10.58;7.0;10.427
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.045;6.0;10.58;7.0;10.427
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.071;6.0;10.58;7.0;10.427
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.093;6.0;10.58;7.0;10.427
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.116;6.0;10.58;7.0;10.428
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.133;6.0;10.58;7.0;10.428
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.15;6.0;10.58;7.0;10.429
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.166;6.0;10.58;7.0;10.429
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.182;6.0;10.58;7.0;10.43
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.193;6.0;10.58;7.0;10.43
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.203;6.0;10.58;7.0;10.43
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.211;6.0;10.57;7.0;10.43
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.22;6.0;10.57;7.0;10.431
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.227;6.0;10.57;7.0;10.431
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.234;6.0;10.57;7.0;10.431
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo IMBE;;21/09/2016;;11.247;6.0;10.54;7.0;10.432
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.056;5.1;9.5;6.88;12.295
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.057;5.1;9.5;6.88;12.287
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.058;5.1;9.5;6.88;12.285
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.059;5.1;9.5;6.87;12.282
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.06;5.1;9.5;6.87;12.281
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.061;5.1;9.5;6.87;12.278
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.062;5.1;9.5;6.87;12.277
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.064;5.1;9.5;6.86;12.276
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.067;5.1;9.51;6.86;12.275
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.069;5.1;9.5;6.86;12.275
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.072;5.1;9.51;6.86;12.275
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.074;5.1;9.51;6.86;12.276
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.077;5.1;9.51;6.86;12.277
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.079;5.1;9.51;6.86;12.279
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.081;5.1;9.51;6.85;12.281
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.083;5.1;9.51;6.85;12.284
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.084;5.1;9.51;6.85;12.285
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:00;0.085;5.1;9.51;6.85;12.287
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.086;5.1;9.51;6.84;12.304
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.088;5.1;9.51;6.84;12.307
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.091;5.1;9.51;6.84;12.31
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.093;5.1;9.51;6.84;12.313
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.097;5.1;9.51;6.84;12.316
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.101;5.1;9.51;6.84;12.321
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.108;5.1;9.51;6.84;12.325
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.117;5.1;9.51;6.84;12.331
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.131;5.1;9.51;6.84;12.333
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;0.944;5.1;9.51;6.83;12.334
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.04;5.1;9.51;6.83;12.335
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.046;5.1;9.51;6.83;12.334
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.077;5.1;9.51;6.83;12.332
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.086;5.1;9.51;6.83;12.33
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.104;5.1;9.51;6.83;12.327
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.113;5.1;9.51;6.82;12.322
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.119;5.1;9.51;6.82;12.318
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.121;5.1;9.5;6.82;12.312
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.126;5.1;9.5;6.82;12.308
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.133;5.1;9.5;6.82;12.302
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.142;5.1;9.5;6.82;12.296
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.155;5.1;9.5;6.82;12.292
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.174;5.1;9.5;6.82;12.288
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.192;5.0;9.5;6.82;12.283
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.21;5.0;9.5;6.82;12.28
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.226;5.0;9.5;6.82;12.276
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.243;5.0;9.5;6.81;12.273
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.265;5.1;9.5;6.81;12.271
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.287;5.1;9.5;6.81;12.269
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.307;5.1;9.5;6.81;12.267
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.326;5.1;9.5;6.81;12.265
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.348;5.1;9.5;6.81;12.263
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.367;5.1;9.5;6.81;12.262
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.387;5.1;9.5;6.81;12.261
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.407;5.1;9.5;6.81;12.261
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.43;5.1;9.5;6.81;12.26
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.45;5.1;9.5;6.81;12.259
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.47;5.1;9.5;6.81;12.259
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.491;5.1;9.5;6.81;12.258
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.516;5.1;9.5;6.81;12.257
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.536;5.1;9.5;6.81;12.256
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.556;5.1;9.5;6.81;12.255
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.574;5.1;9.5;6.81;12.254
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.592;5.1;9.5;6.81;12.253
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.612;5.1;9.5;6.81;12.252
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.63;5.1;9.5;6.81;12.25
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.648;5.1;9.49;6.81;12.248
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.667;5.1;9.5;6.81;12.247
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;1.685;5.1;9.49;6.8;12.245
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;2.449;5.1;9.49;6.8;12.244
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;2.505;5.1;9.49;6.8;12.242
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;2.519;5.0;9.49;6.8;12.241
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;2.528;5.0;9.49;6.8;12.24
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;2.563;5.0;9.49;6.8;12.237
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;2.585;5.0;9.49;6.8;12.235
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;2.6;5.0;9.49;6.8;12.233
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:01;2.617;5.0;9.49;6.8;12.23
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.634;5.1;9.49;6.8;12.227
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.655;5.1;9.49;6.8;12.223
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.67;5.1;9.49;6.8;12.219
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.685;5.1;9.49;6.8;12.212
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.7;5.1;9.49;6.8;12.205
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.72;5.1;9.49;6.8;12.196
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.736;5.1;9.48;6.8;12.188
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.754;5.1;9.48;6.8;12.178
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.773;5.1;9.48;6.8;12.169
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.795;5.1;9.48;6.8;12.159
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.814;5.0;9.48;6.8;12.149
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.831;5.0;9.48;6.8;12.139
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.849;5.0;9.48;6.8;12.131
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.868;5.0;9.48;6.8;12.122
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.885;5.0;9.48;6.8;12.116
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.902;5.0;9.48;6.8;12.109
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.92;5.0;9.48;6.8;12.104
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.939;5.0;9.48;6.8;12.101
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.963;5.0;9.48;6.8;12.097
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;2.984;5.0;9.48;6.8;12.094
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;3.004;5.0;9.48;6.8;12.092
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;3.024;5.0;9.48;6.8;12.09
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;3.048;5.0;9.48;6.8;12.089
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;3.068;5.0;9.48;6.8;12.087
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;3.089;5.0;9.48;6.8;12.085
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;3.109;5.0;9.48;6.8;12.083
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;3.13;5.0;9.48;6.8;12.081
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;3.154;5.0;9.48;6.8;12.079
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;14/09/2017;12:02;3.893;5.0;9.48;6.8;12.077
